,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_f1,mean_train_accuracy,mean_train_balanced_accuracy,mean_train_f1,param_krr__alpha,param_krr__coef0,param_krr__degree,params,rank_test_accuracy,rank_test_balanced_accuracy,rank_test_f1,split0_test_accuracy,split0_test_balanced_accuracy,split0_test_f1,split0_train_accuracy,split0_train_balanced_accuracy,split0_train_f1,split1_test_accuracy,split1_test_balanced_accuracy,split1_test_f1,split1_train_accuracy,split1_train_balanced_accuracy,split1_train_f1,split2_test_accuracy,split2_test_balanced_accuracy,split2_test_f1,split2_train_accuracy,split2_train_balanced_accuracy,split2_train_f1,split3_test_accuracy,split3_test_balanced_accuracy,split3_test_f1,split3_train_accuracy,split3_train_balanced_accuracy,split3_train_f1,split4_test_accuracy,split4_test_balanced_accuracy,split4_test_f1,split4_train_accuracy,split4_train_balanced_accuracy,split4_train_f1,std_fit_time,std_score_time,std_test_accuracy,std_test_balanced_accuracy,std_test_f1,std_train_accuracy,std_train_balanced_accuracy,std_train_f1
152,140.06844172477722,18.254150009155275,0.740937552885429,0.6650232140428546,0.7172947854996927,0.9914706380098155,0.9829292475897518,0.9912969498238677,1,1,6,"{'krr__alpha': 1, 'krr__coef0': 1, 'krr__degree': 6}",24,59,32,0.7414114063293281,0.6695205479452054,0.7190143435086429,0.9917498730749704,0.9834774419998288,0.9915843079711708,0.7397190726011169,0.6702054794520548,0.7179016874541453,0.9916229480453546,0.9833062237822104,0.991454466983168,0.744119140294466,0.663013698630137,0.7191679049034175,0.9912844812997123,0.9824501326941186,0.9911045858882459,0.7363344051446945,0.6613013698630137,0.7125461254612545,0.9914114063293281,0.9827069600205461,0.9912352661802166,0.7431037400575393,0.6610749743238616,0.7178438661710037,0.9912844812997123,0.9827054794520548,0.9911061220965374,10.684006040731115,1.4770140126558755,0.0027463818277340688,0.004013994523469746,0.0024365979468652923,0.00018654093488790785,0.00039285192808731614,0.00019215115791248362
156,145.42139472961426,22.182084941864012,0.740023692672195,0.7583041555481562,0.7424376737664449,0.8035285158233204,0.8210054086193128,0.8050794555048831,10,0,3,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 3}",25,3,15,0.7381959722457269,0.7513698630136987,0.7393428812131424,0.8017007953968522,0.8191079530862083,0.8032573563363137,0.7486884413606363,0.7760273972602739,0.7531992687385741,0.8056354713149433,0.8209913534800103,0.80676369142761,0.7368421052631579,0.7551369863013698,0.7393126571668064,0.8025892706041632,0.8215050081328653,0.8044261882806606,0.737011338635979,0.7496575342465753,0.7380310182063384,0.8063124048062278,0.8225323174385755,0.8075985542573758,0.7393806058554747,0.7593289969188634,0.7423025435073627,0.8014046369944153,0.8208904109589041,0.803351487222455,9.573376481685456,3.3614536719107506,0.004427838473247725,0.009466182235150949,0.005560436483811082,0.002045624800971223,0.001113086674543641,0.001784106891396156
144,145.14529318809508,19.81161322593689,0.7353866982568963,0.7620027856851425,0.7399871074780612,0.9290996784565916,0.9453119543152267,0.9294694073791501,1,0,5,"{'krr__alpha': 1, 'krr__coef0': 0, 'krr__degree': 5}",26,1,18,0.7290573701133863,0.7527397260273972,0.7330331832582958,0.9291758334743612,0.9451245612533173,0.9295276584996212,0.7403960060924014,0.7784246575342466,0.7476973684210527,0.9285835166694872,0.9448677339268898,0.9289622085683024,0.7359959383990523,0.7599315068493151,0.7399133044348116,0.9301489253680826,0.9456382159061724,0.9304637156214463,0.7332882044339144,0.7595890410958904,0.7378576180971389,0.9298527669656457,0.9462374796678367,0.9302306009089378,0.7381959722457269,0.7593289969188634,0.7414340631790073,0.9277373498053816,0.9446917808219178,0.9281628532974427,9.08092721931191,1.9741839223579132,0.003945134470694443,0.008634207022951399,0.004784120370066255,0.0008713464655174308,0.0005621577854871404,0.0008409270914504312
193,140.7864035129547,19.258552980422973,0.7320020308004738,0.6622146196883222,0.7094700262321681,0.7542900660010153,0.6879837281125067,0.7345701466918488,1000,1,5,"{'krr__alpha': 1000, 'krr__coef0': 1, 'krr__degree': 5}",27,70,36,0.7319343374513454,0.6558219178082192,0.7074251939416328,0.7543154510069385,0.688554062152213,0.7347554012698123,0.7381959722457269,0.6767123287671233,0.7186761229314421,0.753469284142833,0.6863282253231744,0.7334522665934771,0.7270265696395329,0.6568493150684932,0.7039823820884566,0.7551616178710442,0.6876979710641212,0.735185100443875,0.7297343036046708,0.6551369863013699,0.7055135533837359,0.7541462176341175,0.6876979710641212,0.7343785711020706,0.7331189710610932,0.6665525504964054,0.711752878815573,0.7543577593501438,0.6896404109589042,0.7350793940500092,7.477715763497047,1.6121473985209307,0.0037286686353482194,0.008351613467837242,0.0052898560868656925,0.0005402230394148684,0.0010930583367127628,0.000625807856856293
119,98.64742460250855,5.692009305953979,0.7307835505161618,0.6648866732635192,0.709334967879691,0.7428837366728719,0.6781042375922496,0.7227413592572329,0.01,1,1,"{'krr__alpha': 0.01, 'krr__coef0': 1, 'krr__degree': 1}",28,60,38,0.7277035031308174,0.6565068493150685,0.7043909608671688,0.7426383482822813,0.6819621607739064,0.7236883942766297,0.7390421391098324,0.6866438356164384,0.7222622478386167,0.7406075478084279,0.6758839140484547,0.7203138542949683,0.7307497038415975,0.6684931506849315,0.7104640582347589,0.743653748519208,0.6763119595925007,0.7228144013907315,0.7278727365036385,0.6582191780821918,0.7050623624358033,0.7459807073954984,0.6783665782039209,0.7252425407285374,0.728549669994923,0.6545703526189661,0.7044952100221076,0.741538331358944,0.6779965753424657,0.7216476055952976,10.226868740236005,0.5024275812209664,0.004269781808278362,0.011895244479065781,0.006848518539149868,0.0018566374211409528,0.0021497014722811694,0.0016880282372308307
130,139.85718517303468,19.735513925552368,0.730512777119648,0.7457025648000075,0.7322594007438732,0.9736926721949569,0.9781521816250016,0.9735099299513339,0.1,0,5,"{'krr__alpha': 0.1, 'krr__coef0': 0, 'krr__degree': 5}",29,7,21,0.7226265019461838,0.7397260273972602,0.7249538513173351,0.9735572854967,0.9779128499272323,0.9733713944868135,0.7326112709426299,0.7585616438356164,0.7371048252911814,0.9733457437806735,0.9771423679479496,0.9731434904936481,0.7334574378067354,0.7452054794520548,0.7342669141218154,0.9739803689287527,0.9784265045800873,0.9737996847441741,0.728549669994923,0.7424657534246575,0.7299663299663299,0.974318835674395,0.9791113774505608,0.9741493122098718,0.7353190049077678,0.7425539198904485,0.7350050830227041,0.9732611270942629,0.978167808219178,0.9730857678221616,8.005680243826559,1.3229656475357237,0.004521540758042769,0.006659022743011321,0.004328423412675174,0.0003999425384361924,0.0006438256331990848,0.0004064851720320833
133,97.64904065132141,5.578652954101562,0.7289219834151294,0.6611882307147581,0.7067377548500622,0.7379675071924183,0.6716149440081247,0.7169832598962449,0.1,1,1,"{'krr__alpha': 0.1, 'krr__coef0': 1, 'krr__degree': 1}",30,71,48,0.7234726688102894,0.6510273972602739,0.6994113318616628,0.7382382805889321,0.675027822960363,0.7182219793232227,0.7397190726011169,0.686986301369863,0.7228828828828829,0.7354459299373837,0.6714322403903775,0.7149824513423584,0.7315958707057032,0.6654109589041096,0.7101608187134503,0.7379844305297004,0.669206403561339,0.7162688413432905,0.7249957691656794,0.6506849315068494,0.7004608294930876,0.7410729395836859,0.6716034586079959,0.7193947730398901,0.7248265357928584,0.6518315645326943,0.7007729112992271,0.7370959553223896,0.670804794520548,0.7160482544324622,9.666978486227084,0.7266528756359124,0.006092777484115642,0.014031970037525938,0.008955871255628042,0.001834953377260418,0.0019046608383126314,0.0015961005868152622
105,98.74826374053956,5.094776153564453,0.7286512100186157,0.6628317849488587,0.7071020344252769,0.7446268404129294,0.6812718420500216,0.7250332435547474,0.001,1,1,"{'krr__alpha': 0.001, 'krr__coef0': 1, 'krr__degree': 1}",31,65,45,0.7271958030123541,0.6585616438356164,0.7046537193111029,0.743653748519208,0.6835887338412807,0.7249534704253484,0.7329497376882721,0.6746575342465754,0.7140268213120697,0.7423421898798443,0.6809348514681962,0.7231566506046003,0.7290573701133863,0.666095890410959,0.7084319796029868,0.7445422237265189,0.6774248780070199,0.723838272960117,0.7277035031308174,0.6589041095890411,0.70514934945941,0.7484345913014047,0.6824758154267614,0.7283691183188671,0.7263496361482484,0.655939746662102,0.7032483024408148,0.7441614486376713,0.6819349315068494,0.7248487054648042,14.865928789341055,0.8677817129551639,0.002321891742919929,0.006806815136690577,0.0038569392861566645,0.002043979070770212,0.0021057028324265167,0.0017954405767542107
112,100.36560616493225,5.559922313690185,0.7285496699949231,0.6730367485332944,0.7101451647608858,0.741995261465561,0.6885144840643922,0.7250968369826511,0.01,0,1,"{'krr__alpha': 0.01, 'krr__coef0': 0, 'krr__degree': 1}",32,44,35,0.7241496023015739,0.6633561643835616,0.7038517441860465,0.7418767981045862,0.6926632993750536,0.7262038325180631,0.735488238280589,0.6941780821917808,0.721737582339327,0.7396344559147063,0.6858145706703194,0.7224927849927849,0.7307497038415975,0.677054794520548,0.7130748422001804,0.7441614486376713,0.688554062152213,0.7267880540369585,0.7265188695210696,0.6671232876712329,0.706821480406386,0.744119140294466,0.687098707302457,0.7263348416289593,0.7258419360297851,0.6634714138993495,0.705240174672489,0.740184464376375,0.6884417808219178,0.7236646717364893,9.330194345578933,0.6829803910342259,0.004093908847983364,0.011689987492907521,0.006598183131721849,0.0019010339639012473,0.0023027582089142325,0.0017000290469708253
91,95.99549160003662,6.095576429367066,0.7283465899475376,0.6629688181472849,0.706911668215992,0.7450583855136234,0.6821450784144256,0.7256251967251632,0.0001,1,1,"{'krr__alpha': 0.0001, 'krr__coef0': 1, 'krr__degree': 1}",33,63,46,0.7258419360297851,0.6582191780821918,0.7035139092240118,0.7445845320697242,0.6855577433438917,0.7262503967714143,0.731426637332882,0.6743150684931507,0.7127601809954751,0.7414960230157387,0.67845218731273,0.7217668488160291,0.7310881705872398,0.6678082191780822,0.7105119329568226,0.746065324081909,0.6810204605770054,0.7260861628331508,0.7280419698764596,0.6592465753424658,0.7055158512002933,0.7485615163310205,0.6823902063179522,0.7284441398217958,0.7253342359113217,0.655255049640534,0.7022564667033572,0.7445845320697242,0.6833047945205479,0.7255784353834265,12.85331639219712,0.16622501525643033,0.0025472855267865023,0.007043771661115211,0.004057856093258586,0.002298928078171393,0.0023644670023462364,0.002165125411776337
63,101.8286741733551,5.5414386749267575,0.7277373498053817,0.6626264227394446,0.7063424478456206,0.7450499238449823,0.6821279536608448,0.7256139535574866,1e-06,1,1,"{'krr__alpha': 1e-06, 'krr__coef0': 1, 'krr__degree': 1}",34,67,50,0.7253342359113217,0.6582191780821918,0.7031278580574355,0.74471145709934,0.6851296977998459,0.7262250453720509,0.7302420037231342,0.672945205479452,0.7114409847936279,0.7417921814181757,0.6792226692920127,0.7222247508078832,0.7309189372144187,0.6674657534246575,0.7102769679300293,0.7464460991707564,0.6815341152298604,0.7265343372119553,0.7280419698764596,0.6602739726027397,0.7058392824455427,0.7480115078693519,0.6816197243386697,0.7277879341864718,0.7241496023015739,0.6542280041081822,0.7010271460014674,0.7442883736672872,0.6831335616438357,0.7252977002090719,3.769370949245685,1.14413433734636,0.002650866711687424,0.0067139803594711426,0.004007860374948427,0.0020989373313260486,0.001953117184466672,0.0018726154175775875
49,97.50262370109559,5.402703762054443,0.7276696564562533,0.6625579530372878,0.7062690802740871,0.7450499238449823,0.6821279536608448,0.7256139535574866,1e-08,1,1,"{'krr__alpha': 1e-08, 'krr__coef0': 1, 'krr__degree': 1}",35,68,52,0.7253342359113217,0.6582191780821918,0.7031278580574355,0.74471145709934,0.6851296977998459,0.7262250453720509,0.7302420037231342,0.672945205479452,0.7114409847936279,0.7417921814181757,0.6792226692920127,0.7222247508078832,0.7309189372144187,0.6674657534246575,0.7102769679300293,0.7464460991707564,0.6815341152298604,0.7265343372119553,0.7280419698764596,0.6602739726027397,0.7058392824455427,0.7480115078693519,0.6816197243386697,0.7277879341864718,0.7238111355559317,0.6538856555973982,0.7006603081438005,0.7442883736672872,0.6831335616438357,0.7252977002090719,17.40949268938,0.7414542098756234,0.0027442953867827862,0.006800467565716287,0.004106630926177487,0.0020989373313260486,0.001953117184466672,0.0018726154175775875
35,93.55616841316223,5.361962938308716,0.7276019631071247,0.6629003718936561,0.7063186839837228,0.7451176171941107,0.6827443553692744,0.7258458580434157,1e-10,1,1,"{'krr__alpha': 1e-10, 'krr__coef0': 1, 'krr__degree': 1}",36,64,51,0.7244880690472161,0.6575342465753424,0.7022677395757133,0.7448806904721611,0.6851296977998459,0.726356870575422,0.7297343036046708,0.6726027397260274,0.7109502262443438,0.7419191064477915,0.6797363239448677,0.7224749772520472,0.7322728041969876,0.6722602739726027,0.7127814088598401,0.7463191741411407,0.6852153069086551,0.7275040901654245,0.7271958030123541,0.6575342465753424,0.7043286867204696,0.7480115078693519,0.6795651057272494,0.7271894466837668,0.724318835674395,0.6545703526189661,0.7012653585182468,0.7444576070401083,0.6840753424657534,0.7257039055404177,12.132202265212062,1.0173627000097893,0.0030660678551750046,0.00785777998498942,0.004671709205437996,0.0020268478485808233,0.002558236424124259,0.001799949212368736
77,97.74979248046876,5.336797142028809,0.7276019631071247,0.662489459886603,0.706196550882549,0.7450922321881874,0.6821621943725498,0.7256569788945643,1e-05,1,1,"{'krr__alpha': 1e-05, 'krr__coef0': 1, 'krr__degree': 1}",36,69,53,0.7253342359113217,0.6589041095890411,0.7033449095229392,0.74471145709934,0.6851296977998459,0.7262250453720509,0.7297343036046708,0.6726027397260274,0.7109502262443438,0.7419191064477915,0.6792226692920127,0.7223233794610343,0.7312574039600609,0.6678082191780822,0.7106413994169096,0.7465730242003723,0.6817053334474789,0.7266837014053661,0.7277035031308174,0.6592465753424658,0.7052573731452646,0.7480538162125571,0.681790942556288,0.7278709500525522,0.7239803689287527,0.6538856555973982,0.7007888460832876,0.7442037569808766,0.6829623287671233,0.725181818181818,11.851191414084516,0.7410281054513005,0.002689905769003958,0.006752245769830562,0.004015253227400367,0.0020960357698955544,0.0019200858915910262,0.0018770823003588558
136,142.52199845314027,19.94663562774658,0.7274665764088677,0.664201390028748,0.7066477909106641,0.9953799289219833,0.9906855618478903,0.9953038248932071,0.1,1,4,"{'krr__alpha': 0.1, 'krr__coef0': 1, 'krr__degree': 4}",38,62,49,0.7227957353190049,0.6636986301369863,0.7029379760609358,0.9952614655610086,0.9904117798133721,0.9951827956989248,0.731426637332882,0.6654109589041096,0.7100310615750046,0.9953037739042139,0.9905829980309905,0.9952264223971101,0.7287189033677441,0.663013698630137,0.7072146118721462,0.9954306989338297,0.9907542162486088,0.9953556377397438,0.7293958368590286,0.6691780821917809,0.709642273470129,0.995769165679472,0.9914390891190823,0.9957011434958302,0.7249957691656794,0.6597055802807258,0.7034130315751049,0.9951345405313928,0.9902397260273973,0.9950531251344261,8.336935029127481,2.221934039475179,0.0031271103638385355,0.003101812547764506,0.0029987039322932145,0.00021639383740980632,0.0004139474104194177,0.00022092361774156055
98,98.92216548919677,4.917421865463257,0.727331189710611,0.6733789094558535,0.7093608867807887,0.7435522084955153,0.6910143301439055,0.72702244150027,0.001,0,1,"{'krr__alpha': 0.001, 'krr__coef0': 0, 'krr__degree': 1}",39,43,37,0.7227957353190049,0.6657534246575343,0.7035830618892508,0.7431037400575393,0.6940330451160004,0.7275419545903258,0.7309189372144187,0.6852739726027397,0.7156652360515021,0.7406498561516331,0.6894957623491139,0.7243457145426746,0.7290573701133863,0.6777397260273973,0.7119985608922467,0.7435691318327974,0.6878691892817396,0.7261307667977047,0.7280419698764596,0.6702054794520548,0.708929541749683,0.7473345743780674,0.6917215991781526,0.7301644677390203,0.7258419360297851,0.6679219445395412,0.7066280333212603,0.7431037400575393,0.6919520547945206,0.7269293038316244,16.65584054289655,0.9601929779328359,0.0027980372564481927,0.007190360087441122,0.0041890321433426855,0.0021509288726779528,0.0021302655365080607,0.0019031998498196868
70,104.0365821838379,5.4078278064727785,0.7267896429175834,0.6720093747215488,0.7085316098788471,0.7434337451345405,0.6913054231024975,0.7270146899196719,1e-05,0,1,"{'krr__alpha': 1e-05, 'krr__coef0': 0, 'krr__degree': 1}",40,46,39,0.722964968691826,0.6678082191780822,0.704352537475167,0.7427229649686918,0.6938618268983819,0.7271993181104481,0.7302420037231342,0.6842465753424658,0.7148479427549196,0.7398883059739381,0.6883828439345946,0.7234367971210077,0.7321035708241665,0.677054794520548,0.7141051110709771,0.7447960737857505,0.6906942898724424,0.7278960664020209,0.7260111694026062,0.6678082191780822,0.7066497553904694,0.7464037908275512,0.6903518534372057,0.7290480065093572,0.7226265019461838,0.6631290653885655,0.7027027027027027,0.743357590116771,0.693236301369863,0.7274932614555256,5.283674323577534,0.7519044329530576,0.0038137257799298026,0.00760742597249522,0.005018807784300239,0.0021798283255755465,0.0020043821579279314,0.001896082066790303
42,97.00781784057617,5.811227798461914,0.7265527161956338,0.671803895269494,0.7082889725625157,0.7433914367913352,0.6912198110618696,0.7269576956182577,1e-08,0,1,"{'krr__alpha': 1e-08, 'krr__coef0': 0, 'krr__degree': 1}",41,47,40,0.7222880352005415,0.6667808219178082,0.7035230352303523,0.7425114232526654,0.6935193904631453,0.7269382627422829,0.729903536977492,0.6842465753424658,0.7145922746781116,0.7398459976307328,0.6883828439345946,0.723404255319149,0.7321035708241665,0.677054794520548,0.7141051110709771,0.7448383821289558,0.6906942898724424,0.7279289033247619,0.7258419360297851,0.6678082191780822,0.7065217391304347,0.7464460991707564,0.6904374625460149,0.7291054558604169,0.7226265019461838,0.6631290653885655,0.7027027027027027,0.7433152817735658,0.6930650684931506,0.727411600844678,8.728217392179328,0.38772996567189094,0.003902508367342353,0.007730997311214045,0.00511082710164042,0.002225981820178246,0.0018777467674052984,0.0019177833046276605
56,105.05693936347961,5.857138729095459,0.7265527161956338,0.671803895269494,0.7082889725625157,0.7434168217972583,0.6912369343495408,0.7269821478100019,1e-06,0,1,"{'krr__alpha': 1e-06, 'krr__coef0': 0, 'krr__degree': 1}",41,47,40,0.7222880352005415,0.6667808219178082,0.7035230352303523,0.7425114232526654,0.6935193904631453,0.7269382627422829,0.729903536977492,0.6842465753424658,0.7145922746781116,0.7399306143171434,0.6883828439345946,0.7234693418507355,0.7321035708241665,0.677054794520548,0.7141051110709771,0.7448383821289558,0.6906942898724424,0.7279289033247619,0.7258419360297851,0.6678082191780822,0.7065217391304347,0.7464460991707564,0.6904374625460149,0.7291054558604169,0.7226265019461838,0.6631290653885655,0.7027027027027027,0.743357590116771,0.6931506849315069,0.7274687752718125,4.0299314968188265,0.48076248943411254,0.003902508367342353,0.007730997311214045,0.00511082710164042,0.0021988293564157006,0.0018948085650192777,0.0018964873305614132
28,106.224369764328,5.465929174423218,0.7265188695210696,0.6717354255673372,0.7082412583208972,0.743357590116771,0.6912026848423796,0.7269263118225029,1e-10,0,1,"{'krr__alpha': 1e-10, 'krr__coef0': 0, 'krr__degree': 1}",43,49,43,0.7224572685733627,0.6671232876712329,0.703757225433526,0.7422152648502285,0.6936049995719544,0.7267345382786922,0.7302420037231342,0.6842465753424658,0.7148479427549196,0.7403960060924014,0.6887252803698314,0.7239269324214883,0.7315958707057032,0.677054794520548,0.7137184115523467,0.7449229988153664,0.6909511171988699,0.7280681971945332,0.7258419360297851,0.6674657534246575,0.7064153678869155,0.746065324081909,0.6899238078931599,0.7286618444846293,0.7224572685733627,0.6627867168777816,0.7024673439767779,0.7431883567439499,0.6928082191780822,0.7272400467331716,9.35589726324926,0.604843046960035,0.003823326111746272,0.007802638760640762,0.005107367235605645,0.001994334701200317,0.0017991777018494136,0.0016399670302584182
84,97.90844140052795,5.199705314636231,0.7264173294973769,0.6720778209751774,0.7082729318972152,0.743501438483669,0.6913567929655112,0.72708127632765,0.0001,0,1,"{'krr__alpha': 0.0001, 'krr__coef0': 0, 'krr__degree': 1}",44,45,42,0.7238111355559317,0.6684931506849315,0.7052023121387284,0.743061431714334,0.6940330451160004,0.7275093103602998,0.7292266034862075,0.6839041095890411,0.7139792634966035,0.7398036892875275,0.6882972348257854,0.7233468286099866,0.7310881705872398,0.6763698630136986,0.7131251128362519,0.7449229988153664,0.6902662443283966,0.7278718122320018,0.7258419360297851,0.6678082191780822,0.7065217391304347,0.7461499407683195,0.6906942898724424,0.7289483194795808,0.7221188018277205,0.6638137624101336,0.702536231884058,0.7435691318327974,0.6934931506849316,0.7277301109563812,5.951559267028408,0.8037954987163071,0.003325941715089042,0.007178533997980932,0.004505796023699245,0.0021404175103281456,0.00213145267678762,0.001931895256568015
126,106.00951414108276,5.741056871414185,0.7262142494499915,0.67084517874813,0.7076887481570383,0.736089016754104,0.6816142887466239,0.7185295801276034,0.1,0,1,"{'krr__alpha': 0.1, 'krr__coef0': 0, 'krr__degree': 1}",45,52,44,0.7189033677441191,0.6592465753424658,0.6986027944111777,0.7362920968014892,0.6852153069086551,0.7197518097207859,0.7351497715349466,0.6952054794520548,0.7217777777777777,0.7331612794042985,0.679393887509631,0.7156319040533837,0.7287189033677441,0.6760273972602739,0.7112232030264816,0.7359113217126417,0.6787090146391576,0.7175309982803874,0.7248265357928584,0.6633561643835616,0.7043636363636363,0.7396767642579116,0.6822189881003339,0.7214702820153004,0.7234726688102894,0.6603902773022937,0.702476329206118,0.7354036215941784,0.6825342465753425,0.7182629065681592,2.690095733059676,0.5300376576222435,0.005459081444599955,0.013566116175604524,0.008145837736030066,0.0020969578774586517,0.002347343809970321,0.0019802211944506044
153,141.3008807659149,19.77370390892029,0.7255711626332713,0.654133600333907,0.7020197275510395,0.996674564224065,0.9932881300625181,0.9966241802268707,1,1,7,"{'krr__alpha': 1, 'krr__coef0': 1, 'krr__degree': 7}",46,79,57,0.7292266034862075,0.6613013698630137,0.7070670084218235,0.9964884075139617,0.9928944439688383,0.9964345547489153,0.7244880690472161,0.6554794520547945,0.7016129032258064,0.9966576408867829,0.9933224895128842,0.9966072578913463,0.7261804027754273,0.65,0.7011451791651275,0.9966153325435776,0.9931512712952658,0.996563869083412,0.7211034015907937,0.6544520547945205,0.6987202925045702,0.9969537992892198,0.9938361441657393,0.9969085444396737,0.7268573362667118,0.6494351249572065,0.7015532544378698,0.9966576408867829,0.993236301369863,0.9966066749710064,12.97655115843377,2.4574930251008986,0.0027026521953193083,0.004300045876648947,0.00273895067099297,0.00015277940502002497,0.00030916186862929736,0.0001555963115633885
7,5786.106455087662,5.987186574935913,0.7250634625148079,0.6408450615054894,0.6959121563794041,0.7413860213234049,0.6596128899758771,0.7144605067834144,1e-14,1,1,"{'krr__alpha': 1e-14, 'krr__coef0': 1, 'krr__degree': 1}",47,95,62,0.721441868336436,0.6647260273972603,0.7022431259044862,0.742003723134202,0.6922352538310076,0.7261787157611137,0.7266881028938906,0.6852739726027397,0.7124799715150435,0.7379421221864951,0.6902662443283966,0.7224910394265235,0.7278727365036385,0.5212328767123288,0.6543422184006878,0.7375613470976476,0.5342008389692663,0.6679869399989294,0.7271958030123541,0.6708904109589041,0.7084990958408679,0.7470807243188357,0.6905230716548241,0.7296246042514699,0.7221188018277205,0.6621020198562136,0.7019963702359346,0.7423421898798443,0.6908390410958904,0.7260212344790354,1271.4949335516699,0.8534177173264403,0.0027153387876299078,0.06034216556655343,0.021156947418326254,0.0034702746358158247,0.06270971398346165,0.023346085593615232
0,7010.468717670441,6.514192152023315,0.7247588424437299,0.671461734346935,0.7068261307304455,0.741538331358944,0.6910484843669559,0.7255159213256982,1e-14,0,1,"{'krr__alpha': 1e-14, 'krr__coef0': 0, 'krr__degree': 1}",48,51,47,0.7241496023015739,0.6643835616438356,0.704174228675136,0.7458114740226772,0.6927489084838627,0.7292718096611392,0.7194110678625825,0.6921232876712329,0.7091228070175438,0.7289304450837705,0.6945466997688554,0.7169177749304114,0.7287189033677441,0.672945205479452,0.7102837520332551,0.7414537146725334,0.6918072082869617,0.7256319310375792,0.7288881367405652,0.6691780821917809,0.7092558983666062,0.7488576747334574,0.6894101532403047,0.7306959441067055,0.7226265019461838,0.6586785347483738,0.7012939675596864,0.7426383482822813,0.6867294520547945,0.7250621468926554,2062.21508891279,0.3812550707404955,0.003640052099375416,0.011382673326869335,0.003486288905582961,0.006811879758210758,0.0027218664242127117,0.004797641589868368
132,144.2076494693756,20.486720418930055,0.7245219157217804,0.7543322093672181,0.7301921837841926,0.9656287019800305,0.974898954865236,0.9655579290575886,0.1,0,7,"{'krr__alpha': 0.1, 'krr__coef0': 0, 'krr__degree': 7}",49,5,23,0.713149433068201,0.7414383561643836,0.7186721991701245,0.9656879336605179,0.9744884855748651,0.9656020698138015,0.7302420037231342,0.7691780821917809,0.7380874137364443,0.9653917752580808,0.9744884855748651,0.9653154681139755,0.7307497038415975,0.7537671232876713,0.7345236108793592,0.9661110170925706,0.9759438404246212,0.9660607601372824,0.7219495684548993,0.7575342465753425,0.7291907038074832,0.9662379421221865,0.9761150586422396,0.9661893059910178,0.7265188695210696,0.749743238616912,0.7304869913275517,0.9647148417667964,0.973458904109589,0.9646220412318656,12.360407193471591,1.856211523009118,0.006502967142043048,0.009146391719645645,0.0065558498429938595,0.0005474640758037401,0.0009981393173469075,0.0005635774418207088
146,147.29844813346864,20.64250054359436,0.723100355390083,0.7585783391876493,0.7302772507937684,0.929150448468438,0.9504656944950998,0.9298714585790855,1,0,7,"{'krr__alpha': 1, 'krr__coef0': 0, 'krr__degree': 7}",50,2,22,0.7128109663225588,0.7462328767123287,0.7197357555739058,0.9302335420544932,0.9520588990668607,0.9309781926248377,0.7282112032492808,0.7746575342465754,0.7380097879282218,0.9289642917583347,0.9492337984761579,0.9296164326137079,0.7278727365036385,0.7592465753424658,0.733862959285005,0.930064308681672,0.9510315897611505,0.930752796280005,0.7212726349636148,0.7565068493150685,0.728441879637263,0.9293450668471822,0.9511171988699597,0.9300962745918795,0.7253342359113217,0.7562478603218076,0.7313358715444462,0.9271450330005077,0.9488869863013699,0.9279135967849966,12.761727977779564,2.0787571594673917,0.005711369342920715,0.009177360176733653,0.006136152256359207,0.0011047582575895681,0.001207715494022906,0.001090909682647225
158,141.35827374458313,19.79676957130432,0.7214080216618717,0.7564548639281912,0.7285030603691649,0.8486715180233542,0.8838093165578572,0.8523457316164162,10,0,5,"{'krr__alpha': 10, 'krr__coef0': 0, 'krr__degree': 5}",51,4,24,0.7155187002876967,0.7407534246575342,0.7201598135508572,0.8480707395498392,0.8837428302371372,0.8518380987746007,0.7278727365036385,0.7736301369863013,0.7375122428991184,0.8500169233372821,0.883143566475473,0.8533730404930306,0.721611101709257,0.7541095890410959,0.728054223838651,0.8484515146386867,0.8835716120195188,0.8521301188903567,0.7204264680995093,0.7547945205479452,0.7273927392739272,0.8502707733965138,0.8854550124133208,0.8539112487100103,0.721611101709257,0.7589866484080794,0.7293962822832702,0.8465476391944492,0.8831335616438356,0.8504761512140825,10.024275076555123,2.5875641671326486,0.003937577291704953,0.010546963419674328,0.0055318577328545325,0.0013629329220985304,0.0008566337143842232,0.0012087777404324613
